STT;Loại hàng hóa;Tên hàng hóa;Đơn vị tính;Thông số kỹ thuật;Giá thẩm định(VND);Chứng thư thẩm định số;Ngày thẩm định;Nguồn dữ liệu;Người thẩm định
65;;Giấy;Ram;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ: 1 Kinh phí tổ chức, khai thác bản thảo (Mã hiệu: 01010202 -QĐ 54/2022/QĐ-UBND) - Thể loại: Văn hóa - Xã hội-A) Vật liệu sử dụng;75000;405/2025/279/CTTĐG-VNVIC;28/11/2025;;Đỗ Tiến Hưng
66;;Mực in laser A4;Hộp;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ: 1 Kinh phí tổ chức, khai thác bản thảo (Mã hiệu: 01010202 -QĐ 54/2022/QĐ-UBND) - Thể loại: Văn hóa - Xã hội-A) Vật liệu sử dụng;1050000;405/2025/279/CTTĐG-VNVIC;28/11/2025;;Đỗ Tiến Hưng
67;;Bút bi;Cái;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ: 1 Kinh phí tổ chức, khai thác bản thảo (Mã hiệu: 01010202 -QĐ 54/2022/QĐ-UBND) - Thể loại: Văn hóa - Xã hội-A) Vật liệu sử dụng;12000;405/2025/279/CTTĐG-VNVIC;28/11/2025;;Đỗ Tiến Hưng
68;;Biên tập viên hạng I bậc 3/6;Công;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ: 1 Kinh phí tổ chức, khai thác bản thảo (Mã hiệu: 01010202 -QĐ 54/2022/QĐ-UBND) - Thể loại: Văn hóa - Xã hội-b)Nhân công;909005;405/2025/279/CTTĐG-VNVIC;28/11/2025;Theo lương tối thiểu NN;Đỗ Tiến Hưng
69;;Biên tập viên hạng II bậc 5/8;Công;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ: 1 Kinh phí tổ chức, khai thác bản thảo (Mã hiệu: 01010202 -QĐ 54/2022/QĐ-UBND) - Thể loại: Văn hóa - Xã hội-b)Nhân công;756628;405/2025/279/CTTĐG-VNVIC;28/11/2025;Theo lương tối thiểu NN;Đỗ Tiến Hưng
70;;Biên tập viên hạng III bậc 5/9;Công;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ: 1 Kinh phí tổ chức, khai thác bản thảo (Mã hiệu: 01010202 -QĐ 54/2022/QĐ-UBND) - Thể loại: Văn hóa - Xã hội-b)Nhân công;480774;405/2025/279/CTTĐG-VNVIC;28/11/2025;Theo lương tối thiểu NN;Đỗ Tiến Hưng
71;;Máy tính chuyên dụng;Ca;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ: 1 Kinh phí tổ chức, khai thác bản thảo (Mã hiệu: 01010202 -QĐ 54/2022/QĐ-UBND) - Thể loại: Văn hóa - Xã hội-c)Máy sử dụng;9630;405/2025/279/CTTĐG-VNVIC;28/11/2025;;Đỗ Tiến Hưng
72;;Máy in Laser A4;Ca;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ: 1 Kinh phí tổ chức, khai thác bản thảo (Mã hiệu: 01010202 -QĐ 54/2022/QĐ-UBND) - Thể loại: Văn hóa - Xã hội-c)Máy sử dụng;9091;405/2025/279/CTTĐG-VNVIC;28/11/2025;;Đỗ Tiến Hưng
73;;Giấy;Ram;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:2) Chi phí công tác thiết kế, chế bản xuất bản phẩm in-Chi phí thiết kế, trình bày trang bìa ngoài sách in (Mã hiệu: 03010102 -QĐ54/2022/QĐ-UBND) - 2 Trang (Bìa 1 và bìa 4)-A) Vật liệu sử dung;75000;405/2025/279/CTTĐG-VNVIC;28/11/2025;;Đỗ Tiến Hưng
74;;Mực in laser A4 màu;Hộp;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:2) Chi phí công tác thiết kế, chế bản xuất bản phẩm in-Chi phí thiết kế, trình bày trang bìa ngoài sách in (Mã hiệu: 03010102 -QĐ54/2022/QĐ-UBND) - 2 Trang (Bìa 1 và bìa 4)-A) Vật liệu sử dung;1050000;405/2025/279/CTTĐG-VNVIC;28/11/2025;;Đỗ Tiến Hưng
75;;Bút bi;Cái;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:2) Chi phí công tác thiết kế, chế bản xuất bản phẩm in-Chi phí thiết kế, trình bày trang bìa ngoài sách in (Mã hiệu: 03010102 -QĐ54/2022/QĐ-UBND) - 2 Trang (Bìa 1 và bìa 4)-A) Vật liệu sử dung;12000;405/2025/279/CTTĐG-VNVIC;28/11/2025;;Đỗ Tiến Hưng
76;;Biên tập viên hạng III bậc 5/9;Công;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:2) Chi phí công tác thiết kế, chế bản xuất bản phẩm in-Chi phí thiết kế, trình bày trang bìa ngoài sách in (Mã hiệu: 03010102 -QĐ54/2022/QĐ-UBND) - 2 Trang (Bìa 1 và bìa 4)-B)Nhân công;480774;405/2025/279/CTTĐG-VNVIC;28/11/2025;Theo lương tối thiểu NN;Đỗ Tiến Hưng
77;;Họa sĩ bậc 5/9;Công;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:2) Chi phí công tác thiết kế, chế bản xuất bản phẩm in-Chi phí thiết kế, trình bày trang bìa ngoài sách in (Mã hiệu: 03010102 -QĐ54/2022/QĐ-UBND) - 2 Trang (Bìa 1 và bìa 4)-B)Nhân công;480774;405/2025/279/CTTĐG-VNVIC;28/11/2025;Theo lương tối thiểu NN;Đỗ Tiến Hưng
78;;Kỹ sư bậc 5/9;Công;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:2) Chi phí công tác thiết kế, chế bản xuất bản phẩm in-Chi phí thiết kế, trình bày trang bìa ngoài sách in (Mã hiệu: 03010102 -QĐ54/2022/QĐ-UBND) - 2 Trang (Bìa 1 và bìa 4)-B)Nhân công;480774;405/2025/279/CTTĐG-VNVIC;28/11/2025;Theo lương tối thiểu NN;Đỗ Tiến Hưng
79;;Máy tính chuyên dụng;Ca;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:2) Chi phí công tác thiết kế, chế bản xuất bản phẩm in-Chi phí thiết kế, trình bày trang bìa ngoài sách in (Mã hiệu: 03010102 -QĐ54/2022/QĐ-UBND) - 2 Trang (Bìa 1 và bìa 4)-C) Máy sử dụng;9630;405/2025/279/CTTĐG-VNVIC;28/11/2025;;Đỗ Tiến Hưng
80;;Máy in Laser A4 màu;Ca;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:2) Chi phí công tác thiết kế, chế bản xuất bản phẩm in-Chi phí thiết kế, trình bày trang bìa ngoài sách in (Mã hiệu: 03010102 -QĐ54/2022/QĐ-UBND) - 2 Trang (Bìa 1 và bìa 4)-C) Máy sử dụng;9091;405/2025/279/CTTĐG-VNVIC;28/11/2025;;Đỗ Tiến Hưng
81;;Giấy;Ram;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:2) Chi phí công tác thiết kế, chế bản xuất bản phẩm in-Chi phí thiết kế, trình bày trang ruột sách in (Mã hiệu: 03010201 -QĐ54/2022/QĐ-UBND) A) Vật liệu sử dung;75000;405/2025/279/CTTĐG-VNVIC;28/11/2025;;Đỗ Tiến Hưng
82;;Mực in laser A4;Hộp;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:2) Chi phí công tác thiết kế, chế bản xuất bản phẩm in-Chi phí thiết kế, trình bày trang ruột sách in (Mã hiệu: 03010201 -QĐ54/2022/QĐ-UBND) A) Vật liệu sử dung;1050000;405/2025/279/CTTĐG-VNVIC;28/11/2025;;Đỗ Tiến Hưng
83;;Bút bi;Cái;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:2) Chi phí công tác thiết kế, chế bản xuất bản phẩm in-Chi phí thiết kế, trình bày trang ruột sách in (Mã hiệu: 03010201 -QĐ54/2022/QĐ-UBND) A) Vật liệu sử dung;12000;405/2025/279/CTTĐG-VNVIC;28/11/2025;;Đỗ Tiến Hưng
84;;Biên tập viên hạng III bậc 5/9;Công;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:2) Chi phí công tác thiết kế, chế bản xuất bản phẩm in-Chi phí thiết kế, trình bày trang ruột sách in (Mã hiệu: 03010201 -QĐ54/2022/QĐ-UBND)B) Nhân công;480774;405/2025/279/CTTĐG-VNVIC;28/11/2025;Theo lương tối thiểu NN;Đỗ Tiến Hưng
85;;Họa sĩ bậc 5/9;Công;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:2) Chi phí công tác thiết kế, chế bản xuất bản phẩm in-Chi phí thiết kế, trình bày trang ruột sách in (Mã hiệu: 03010201 -QĐ54/2022/QĐ-UBND)B) Nhân công;480774;405/2025/279/CTTĐG-VNVIC;28/11/2025;Theo lương tối thiểu NN;Đỗ Tiến Hưng
86;;Kỹ sư bậc 5/9;Công;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:2) Chi phí công tác thiết kế, chế bản xuất bản phẩm in-Chi phí thiết kế, trình bày trang ruột sách in (Mã hiệu: 03010201 -QĐ54/2022/QĐ-UBND)B) Nhân công;480774;405/2025/279/CTTĐG-VNVIC;28/11/2025;Theo lương tối thiểu NN;Đỗ Tiến Hưng
87;;Máy tính chuyên dụng;Ca;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:2) Chi phí công tác thiết kế, chế bản xuất bản phẩm in-Chi phí thiết kế, trình bày trang ruột sách in (Mã hiệu: 03010201 -QĐ54/2022/QĐ-UBND)C) Máy sử dung;9630;405/2025/279/CTTĐG-VNVIC;28/11/2025;;Đỗ Tiến Hưng
88;;Máy in Laser A4;Ca;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:2) Chi phí công tác thiết kế, chế bản xuất bản phẩm in-Chi phí thiết kế, trình bày trang ruột sách in (Mã hiệu: 03010201 -QĐ54/2022/QĐ-UBND)C) Máy sử dung;9091;405/2025/279/CTTĐG-VNVIC;28/11/2025;;Đỗ Tiến Hưng
89;;Thuê xe 16 chỗ đi từ thành phố Thanh Hóa đến các huyện và ngược lại ;Ngày;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:3)Chi phí khác-Khảo sát thực địa thu thập tư liệu tại các Huyện trên địa bàn tỉnh Thanh Hóa;3000000;405/2025/279/CTTĐG-VNVIC;28/11/2025;mục 11, khoản II, Điều 1, NQ 64/2017/NQ-HĐND  ngày 12/7/2017;Đỗ Tiến Hưng
90;;Phụ cấp lưu trú: 08 người x 200000 đ/người/ngày x 04 ngày;người;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:3)Chi phí khác-Khảo sát thực địa thu thập tư liệu tại các Huyện trên địa bàn tỉnh Thanh Hóa;800000;405/2025/279/CTTĐG-VNVIC;28/11/2025;khoản 2, mục II, NQ 64/2017/NQ-HĐND ngày 12/7/2017;Đỗ Tiến Hưng
91;;Kinh phí thuê phòng nghỉ:  08 người x 350000 đ/người/ngày x 03 đêm;người;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:3)Chi phí khác-Khảo sát thực địa thu thập tư liệu tại các Huyện trên địa bàn tỉnh Thanh Hóa;1050000;405/2025/279/CTTĐG-VNVIC;28/11/2025;mục II33,1  NQ 64/2017/NQ-HĐND ngày 12/7/2017;Đỗ Tiến Hưng
92;;Thuê xe 16 chỗ đi từ thành phố Thanh Hóa đến các huyện và ngược lại ;Ngày;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:3)Chi phí khác-Khảo sát bổ sung điều tra thu thập tư liệu lần 2 của 166 xã;3000000;405/2025/279/CTTĐG-VNVIC;28/11/2025;điểm b, mục 12, khoản II, Điều 1, NQ 64/2017/NQ-HĐND  ngày 12/7/2017;Đỗ Tiến Hưng
93;;Phụ cấp lưu trú: 09 người x 200000 đ/người/ngày x 05 ngày;người;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:3)Chi phí khác-Khảo sát bổ sung điều tra thu thập tư liệu lần 2 của 166 xã;1000000;405/2025/279/CTTĐG-VNVIC;28/11/2025;khoản 2, mục II, NQ 64/2017/NQ-HĐND ngày 12/7/2017;Đỗ Tiến Hưng
94;;Kinh phí thuê phòng nghỉ:  09 người x 350000 đ/người/ngày x 04 đêm;người;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:3)Chi phí khác-Khảo sát bổ sung điều tra thu thập tư liệu lần 2 của 166 xã;1400000;405/2025/279/CTTĐG-VNVIC;28/11/2025;mục II33,1   NQ 64/2017/NQ-HĐND ngày 12/7/2017;Đỗ Tiến Hưng
95;;Thuê xe 07 chỗ đi từ thành phố Thanh Hóa đi Hà Nội và ngược lại ;Ngày;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:3)Chi phí khác-Kinh phí mời chuyên gia đọc, góp ý bản thảo ;2500000;405/2025/279/CTTĐG-VNVIC;28/11/2025;;Đỗ Tiến Hưng
96;;Phụ cấp lưu trú (6 người x 200000đ/người/ngày x 04 ngày);Người;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:3)Chi phí khác-Kinh phí mời chuyên gia đọc, góp ý bản thảo ;800000;405/2025/279/CTTĐG-VNVIC;28/11/2025;"II2; NQ 64/2017/NQ-HĐND ngày 12/7/2017";Đỗ Tiến Hưng
97;;Khoán thuê phòng nghỉ (350000đ/ngày/người x 06 người x 03 đêm);Người;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:3)Chi phí khác-Kinh phí mời chuyên gia đọc, góp ý bản thảo ;1050000;405/2025/279/CTTĐG-VNVIC;28/11/2025;;Đỗ Tiến Hưng
98;;Thù lao cho chuyên gia đọc, góp ý bản thảo  - Thời gian: 4 ngày Theo đó mức lương chuyên gia theo tuần bằng [(30000000/26] x 1,3 = 1500000đ người/ngày x 4 ngày;Người;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:3)Chi phí khác-Kinh phí mời chuyên gia đọc, góp ý bản thảo ;6000000;405/2025/279/CTTĐG-VNVIC;28/11/2025;"Căn cứ theo:
- Mục 2, điều 3,  Thông tư số 02/2015/TT-BLĐTBXH ngày 12 tháng 01 năm 2015 của Bộ Lao động - Thương binh và Xã hội quy định mức lương đối với chuyên gia tư vấn trong nước 
Áp dụng cho chuyên gia Mức 2";Đỗ Tiến Hưng
99;;Photo tài liệu A4 02 mặt, đóng bìa hệ thống bản thảo báo cáo: 42 trang/bộ x 350đ/trang = 14700đ/bộ x 18 bộ;Bộ;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:3)Chi phí khác-Hội nghị tuyển chọn thông qua bản thảo:  (1 ngày);14700;405/2025/279/CTTĐG-VNVIC;28/11/2025;;Đỗ Tiến Hưng
100;;Nước uống phục vụ hội nghị;Người;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:3)Chi phí khác-Hội nghị tuyển chọn thông qua bản thảo:  (1 ngày);40000;405/2025/279/CTTĐG-VNVIC;28/11/2025;64/2017/NQ-HĐND ngày 12/7/2017;Đỗ Tiến Hưng
101;;Photo tài liệu A4 02 mặt, đóng bìa hệ thống bản thảo báo cáo: 42 trang/bộ ;Bộ;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:3)Chi phí khác-Hội nghị thẩm định tư liệu, đối chiếu tư liệu:  (1 ngày);14700;405/2025/279/CTTĐG-VNVIC;28/11/2025;;Đỗ Tiến Hưng
102;;Nước uống phục vụ hội nghị;Người;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:3)Chi phí khác-Hội nghị thẩm định tư liệu, đối chiếu tư liệu:  (1 ngày);40000;405/2025/279/CTTĐG-VNVIC;28/11/2025;64/2017/NQ-HĐND ngày 12/7/2017;Đỗ Tiến Hưng
103;;In sách,  Khổ 16x24, 550 trang, giấy 80gsm, trang bìa in màu, cán mờ, phay gáy và keo nhiệt, chuyển về địa phương;Cuốn;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:3)Chi phí khác-Chi phí in ;138000;405/2025/279/CTTĐG-VNVIC;28/11/2025;;Đỗ Tiến Hưng
104;;Dàn trang soát lỗi, thực hiện thiết kế bìa, chế bản nội dung và hình ảnh, xử lý kỹ mỹ thuật tranh ảnh xen lẫn nội dung cuốn sách trước khi in;Trọn gói;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:3)Chi phí khác-Chi phí in ;6000000;405/2025/279/CTTĐG-VNVIC;28/11/2025;;Đỗ Tiến Hưng
105;;Chi phí in sách mẫu phụ vụ thẩm định, đọc duyệt trước khi xuất bản;cuốn ;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:3)Chi phí khác-Chi phí in ;150000;405/2025/279/CTTĐG-VNVIC;28/11/2025;;Đỗ Tiến Hưng
106;;Nhuận bút tác giả (18%) ;Nhuận bút;II)CHI TIẾT BIÊN SOẠN, XUẤT BẢN SÁCH PHỤC VỤ NHIỆM VỤ CHÍNH TRỊ:3)Chi phí khác-Chi phí nhuận bút, bản quyền xuất bản phẩm;43963463;405/2025/279/CTTĐG-VNVIC;28/11/2025;(Điều 13,14 Nghị định số 18/2014/NĐ-CP);Đỗ Tiến Hưng
107;;Bộ ấm chén BONE-BAT08 kẻ vàng (gồm 6 cốc, 6 đĩa lót cốc, 1 ấm trà, 1 đĩa lót ấm trà);Bộ;"- Nguyên liệu: Cao lanh, fenspat, thạch anh
- Nhiệt độ nung: 1280°C lần 1 – phủ men không chì sau đó nung lần 2 ở nhiệt độ 1080°C đảm bảo an toàn cho sức khỏe
- Đặc điểm: Bộ sản phẩm sứ quà tặng cao cấp: trắng mịn, độ trong độ xuyên thấu cao, siêu nhẹ, bền đẹp, chịu nhiệt, không nhiễm chì, không nhiễm kim loại nặng, an toàn khi sử dụng, dễ dàng vệ sinh";509000;405/2025/955;17/11/2025;…;Bùi Thị Trà Giang
108;;Điều Hòa Panasonic Inverter 12000Btu 1 Chiều CS-XU12BKH-8;Cái;"Xuất xứ: Malaysia
Bảo hành; 12 tháng
Công suất làm lạnh: 12000 BTU
Công suất làm lạnh: ≤ 12000 BTU - Từ 15 - 20 m²
Màu sắc: Trắng
Công nghệ Inverter: Inverter
Loại máy: 1 chiều
Nhãn năng lượng: 5 sao (Hiệu suất năng lượng 579)
Tiện ích: Làm lạnh nhanh; Khử ẩm nhẹ; Chế độ Sleep hẹn giờ tắt máy và kiểm soát nhiệt độ trong khi ngủ; Chế độ điều hòa chạy siêu êm; Nắp dàn lạnh có thể tháo rời, vệ sinh, Hẹn giờ:  Bật/Tắt 24 giờ; Tự khởi động lại ngẫu nhiên; Dàn tản nhiệt xanh
Công nghệ tiết kiệm điện Chỉ có Inverter
Kháng khuẩn khử mùi: Công nghệ nanoe G
Công nghệ làm lạnh nhanh: Powerful
Chế độ gió:  Điều khiển tùy chỉnh lên xuống, trái phải
Kích thước dàn lạnh: 765 x 214 x 290 mm
Trọng lượng dàn lạnh: 8 kg
Loại Gas sử dụng: R-32
Năm ra mắt 2024";16400000;405/2025/896/;17/11/2025;…;Bùi Thị Trà Giang
109;;Ống đồng dẫn ga máy lạnh;m;"Ống đồng dẫn ga máy lạnh: 
Loại ống đồng cho máy 12000 BTU";180000;405/2025/896/;17/11/2025;…;Bùi Thị Trà Giang
110;;Ống bảo ôn;m;Ống bảo ôn: Nhựa dẻo Polyetylen bên ngoài, bên trong có một lớp mút xốp cách nhiệt, vai trò chống cháy, chống nước và cách nhiệt, giữ nhiệt tỏa ra từ ống đồng ;35000;405/2025/896/;17/11/2025;…;Bùi Thị Trà Giang
111;;Dây điện;m;Dây điện: Cadivi 2x4mm Ruột dẫn đồng mềm, cách điện PVC, lớp độn điều đầy bằng PP hoặc PVC, lớp bọc bên trong quấn bằng PET hoặc ép đùn PVC vỏ bọc bên ngoài PVC;32000;405/2025/896/;17/11/2025;…;Bùi Thị Trà Giang
112;;Attomat ;Cái;"Số cực: 2P
Dòng điện: 20A
Dòng ngắn mạch: 15kA
Điện áp: 230VAC, 240VAC, 380VAC, 400VAC, 415VAC, 440VAC
Loại: Aptomat khối";85800;405/2025/896/;17/11/2025;…;Bùi Thị Trà Giang
113;;Chân giá đỡ điều hòa;Bộ;Chân giá đỡ điều hòa Làm bằng sắt V, dày 5mm, dài 50cm, cao 60cm;200000;405/2025/896/;17/11/2025;…;Bùi Thị Trà Giang
114;;Ống nước thải Ф 21;m;Vật tư phụ: Băng quấn, bu lông, ốc vít, vải cuốn ;12000;405/2025/896/;17/11/2025;…;Bùi Thị Trà Giang
115;;Vật tư phụ;Bộ;;88000;405/2025/896/;17/11/2025;…;Bùi Thị Trà Giang
116;;Công lắp đặt;Bộ;Công lắp đặt: Treo lắp đặt, khoan tường, bắt giá đỡ dàn nóng, dàn lạnh, đấu nối, hàn ống, kiểm tra vận hành;300000;405/2025/896/;17/11/2025;…;Bùi Thị Trà Giang
117;;Đầu ghi hình camera IP 16 kênh HIKVISION DS-7716NI-M4;Cái;" Đầu ghi hình hỗ trợ 16-ch camera IP đầu vào
 Chuẩn nén hình ảnh: H265+/H265/H264+/H264
 Tương thích với tín hiệu ngõ ra: 2-ch HDMI, 1-ch VGA
–Băng thông đầu vào: 256 Mbps
 16 kênh ngõ vào báo động, 9 kênh ngõ ra báo động
 Hỗ trợ 4 ổ cứng SATA dung lượng lưu trữ 14TB mỗi ổ cứng
 Hỗ trợ 3 cổng USB (2x USB 20, 1x USB 30) 
 Nguồn điện: 100 to 240 VAC, 50 to 60 Hz";9000000;405/2025/896/;17/11/2025;…;Bùi Thị Trà Giang
